-0.600000,0.000000,0.600000
-0.600000,0.000016,0.600000
-0.600000,0.000123,0.600000
-0.600000,0.000405,0.600000
-0.600000,0.000936,0.600000
-0.600000,0.001781,0.600000
-0.600000,0.002996,0.600000
-0.600000,0.004631,0.600000
-0.600000,0.006726,0.600000
-0.600000,0.009314,0.600000
-0.600000,0.012423,0.600000
-0.600000,0.016071,0.600000
-0.600000,0.020272,0.600000
-0.600000,0.025032,0.600000
-0.600000,0.030353,0.600000
-0.600000,0.036230,0.600000
-0.600000,0.042654,0.600000
-0.600000,0.049610,0.600000
-0.600000,0.057078,0.600000
-0.600000,0.065036,0.600000
-0.600000,0.073457,0.600000
-0.600000,0.082309,0.600000
-0.600000,0.091560,0.600000
-0.600000,0.101171,0.600000
-0.600000,0.111104,0.600000
-0.600000,0.121317,0.600000
-0.600000,0.131766,0.600000
-0.600000,0.142406,0.600000
-0.600000,0.153190,0.600000
-0.600000,0.164071,0.600000
-0.600000,0.175000,0.600000
-0.600000,0.185929,0.600000
-0.600000,0.196810,0.600000
-0.600000,0.207594,0.600000
-0.600000,0.218234,0.600000
-0.600000,0.228683,0.600000
-0.600000,0.238896,0.600000
-0.600000,0.248829,0.600000
-0.600000,0.258440,0.600000
-0.600000,0.267691,0.600000
-0.600000,0.276543,0.600000
-0.600000,0.284964,0.600000
-0.600000,0.292922,0.600000
-0.600000,0.300390,0.600000
-0.600000,0.307346,0.600000
-0.600000,0.313770,0.600000
-0.600000,0.319647,0.600000
-0.600000,0.324968,0.600000
-0.600000,0.329728,0.600000
-0.600000,0.333929,0.600000
-0.600000,0.337577,0.600000
-0.600000,0.340686,0.600000
-0.600000,0.343274,0.600000
-0.600000,0.345369,0.600000
-0.600000,0.347004,0.600000
-0.600000,0.348219,0.600000
-0.600000,0.349064,0.600000
-0.600000,0.349595,0.600000
-0.600000,0.349877,0.600000
-0.600000,0.349984,0.600000
-0.600000,0.350000,0.600000
-0.600008,0.349976,0.600008
-0.600062,0.349815,0.600062
-0.600205,0.349390,0.600205
-0.600473,0.348591,0.600473
-0.600899,0.347320,0.600899
-0.601513,0.345491,0.601513
-0.602339,0.343031,0.602339
-0.603397,0.339878,0.603397
-0.604704,0.335981,0.604704
-0.606274,0.331303,0.606274
-0.608117,0.325812,0.608117
-0.610239,0.319489,0.610239
-0.612643,0.312324,0.612643
-0.615331,0.304316,0.615331
-0.618299,0.295470,0.618299
-0.621544,0.285802,0.621544
-0.625057,0.275334,0.625057
-0.628829,0.264093,0.628829
-0.632848,0.252116,0.632848
-0.637101,0.239442,0.637101
-0.641572,0.226118,0.641572
-0.646245,0.212196,0.646245
-0.651099,0.197730,0.651099
-0.656116,0.182780,0.656116
-0.661274,0.167409,0.661274
-0.666552,0.151682,0.666552
-0.671926,0.135669,0.671926
-0.677372,0.119438,0.677372
-0.682868,0.103061,0.682868
-0.688388,0.086612,0.688388
-0.693909,0.070162,0.693909
-0.699404,0.053786,0.699404
-0.704851,0.037555,0.704851
-0.710225,0.021541,0.710225
-0.715502,0.005814,0.715502
-0.720661,-0.009557,0.720661
-0.725678,-0.024507,0.725678
-0.730532,-0.038972,0.730532
-0.735204,-0.052895,0.735204
-0.739675,-0.066219,0.739675
-0.743928,-0.078892,0.743928
-0.747948,-0.090870,0.747948
-0.751720,-0.102111,0.751720
-0.755233,-0.112579,0.755233
-0.758478,-0.122247,0.758478
-0.761446,-0.131093,0.761446
-0.764133,-0.139101,0.764133
-0.766538,-0.146266,0.766538
-0.768660,-0.152588,0.768660
-0.770502,-0.158079,0.770502
-0.772072,-0.162758,0.772072
-0.773380,-0.166654,0.773380
-0.774438,-0.169807,0.774438
-0.775263,-0.172267,0.775263
-0.775877,-0.174097,0.775877
-0.776304,-0.175368,0.776304
-0.776572,-0.176167,0.776572
-0.776714,-0.176591,0.776714
-0.776769,-0.176753,0.776769
-0.776777,-0.176777,0.776777
-0.776755,-0.176769,0.776755
-0.776609,-0.176714,0.776609
-0.776225,-0.176572,0.776225
-0.775502,-0.176304,0.775502
-0.774351,-0.175877,0.774351
-0.772695,-0.175263,0.772695
-0.770469,-0.174438,0.770469
-0.767615,-0.173380,0.767615
-0.764089,-0.172072,0.764089
-0.759854,-0.170502,0.759854
-0.754884,-0.168660,0.754884
-0.749162,-0.166538,0.749162
-0.742677,-0.164133,0.742677
-0.735429,-0.161446,0.735429
-0.727423,-0.158478,0.727423
-0.718673,-0.155233,0.718673
-0.709198,-0.151720,0.709198
-0.699024,-0.147948,0.699024
-0.688183,-0.143928,0.688183
-0.676712,-0.139675,0.676712
-0.664653,-0.135204,0.664653
-0.652052,-0.130532,0.652052
-0.638960,-0.125678,0.638960
-0.625429,-0.120661,0.625429
-0.611517,-0.115502,0.611517
-0.597283,-0.110225,0.597283
-0.582789,-0.104851,0.582789
-0.568099,-0.099404,0.568099
-0.553277,-0.093909,0.553277
-0.538388,-0.088388,0.538388
-0.523500,-0.082868,0.523500
-0.508678,-0.077372,0.508678
-0.493988,-0.071926,0.493988
-0.479494,-0.066552,0.479494
-0.465260,-0.061274,0.465260
-0.451348,-0.056116,0.451348
-0.437817,-0.051099,0.437817
-0.424724,-0.046245,0.424724
-0.412123,-0.041572,0.412123
-0.400064,-0.037101,0.400064
-0.388593,-0.032848,0.388593
-0.377753,-0.028829,0.377753
-0.367579,-0.025057,0.367579
-0.358104,-0.021544,0.358104
-0.349354,-0.018299,0.349354
-0.341348,-0.015331,0.341348
-0.334100,-0.012643,0.334100
-0.327615,-0.010239,0.327615
-0.321892,-0.008117,0.321892
-0.316923,-0.006274,0.316923
-0.312688,-0.004704,0.312688
-0.309162,-0.003397,0.309162
-0.306308,-0.002339,0.306308
-0.304081,-0.001513,0.304081
-0.302426,-0.000899,0.302426
-0.301275,-0.000473,0.301275
-0.300552,-0.000205,0.300552
-0.300168,-0.000062,0.300168
-0.300022,-0.000008,0.300022
-0.300000,0.000000,0.300000
-0.300014,0.000000,0.300014
-0.300106,0.000000,0.300106
-0.300347,0.000000,0.300347
-0.300802,0.000000,0.300802
-0.301526,0.000000,0.301526
-0.302568,0.000000,0.302568
-0.303969,0.000000,0.303969
-0.305765,0.000000,0.305765
-0.307984,0.000000,0.307984
-0.310648,0.000000,0.310648
-0.313775,0.000000,0.313775
-0.317376,0.000000,0.317376
-0.321456,0.000000,0.321456
-0.326017,0.000000,0.326017
-0.331055,0.000000,0.331055
-0.336561,0.000000,0.336561
-0.342522,0.000000,0.342522
-0.348924,0.000000,0.348924
-0.355745,0.000000,0.355745
-0.362963,0.000000,0.362963
-0.370551,0.000000,0.370551
-0.378480,0.000000,0.378480
-0.386718,0.000000,0.386718
-0.395232,0.000000,0.395232
-0.403986,0.000000,0.403986
-0.412942,0.000000,0.412942
-0.422062,0.000000,0.422062
-0.431305,0.000000,0.431305
-0.440632,0.000000,0.440632
-0.450000,0.000000,0.450000
-0.459368,0.000000,0.459368
-0.468695,0.000000,0.468695
-0.477938,0.000000,0.477938
-0.487058,0.000000,0.487058
-0.496014,0.000000,0.496014
-0.504768,0.000000,0.504768
-0.513282,0.000000,0.513282
-0.521520,0.000000,0.521520
-0.529449,0.000000,0.529449
-0.537037,0.000000,0.537037
-0.544255,0.000000,0.544255
-0.551076,0.000000,0.551076
-0.557478,0.000000,0.557478
-0.563439,0.000000,0.563439
-0.568945,0.000000,0.568945
-0.573983,0.000000,0.573983
-0.578544,0.000000,0.578544
-0.582624,0.000000,0.582624
-0.586225,0.000000,0.586225
-0.589352,0.000000,0.589352
-0.592016,0.000000,0.592016
-0.594235,0.000000,0.594235
-0.596031,0.000000,0.596031
-0.597432,0.000000,0.597432
-0.598474,0.000000,0.598474
-0.599198,0.000000,0.599198
-0.599653,0.000000,0.599653
-0.599894,0.000000,0.599894
-0.599986,0.000000,0.599986
-0.600000,0.000000,0.600000
